24377.08203,24276.58789,24572.97266,24557.68359,24671.32031,24723.98047,24803.10547,24795.95313
24354.82031,24254.68359,24550.79883,24535.59961,24649.32617,24701.62891,24780.84375,24773.60156
24591.39063,24491.61133,24787.90625,24772.88672,24886.25391,24938.37891,25017.86133,25010.53125
24837.61719,24737.48047,25034.40234,25019.11328,25132.39258,25184.51563,25264.17773,25257.20508
24828.23047,24727.73633,25025.01367,25009.81445,25122.46875,25175.03906,25254.70117,25247.63672
24772.34961,24672.21484,24968.95703,24953.8457,25066.76758,25119.33789,25199.08984,25191.58008
24969.04492,24868.73047,25165.83008,25150.27344,25263.64063,25316.12305,25395.78516,25388.36328
25243.97266,25143.12109,25440.8457,25425.37891,25538.21094,25590.96094,25670.71094,25663.29102
25275.89063,25175.03906,25472.67578,25457.83398,25570.03906,25623.05664,25703.16602,25695.56641
25197.39063,25096.36133,25394.08594,25378.97656,25491.36133,25544.73633,25624.48828,25616.70898
25347.14844,25246.38672,25544.37891,25529.0918,25641.74414,25694.49414,25774.33398,25767.00195
25637.09375,25535.70703,25834.05859,25818.67969,25931.86914,25984.35156,26064.19141,26056.85938
25716.57813,25615.01172,25913.09375,25897.7168,26010.72656,26063.47656,26143.40625,26135.80664
25629.31641,25528.01758,25826.10156,25810.90234,25923.28711,25976.39453,26056.23438,26048.72461
25728.02148,25626.72266,25925.07422,25909.78516,26022.61719,26075.45703,26154.93945,26147.78711
26018.14648,25916.75977,26215.11133,26200.17969,26313.18945,26365.4043,26445.33398,26438.18164
26149.75391,26048.09766,26346.98633,26331.96484,26444.70703,26497.18945,26576.85156,26570.23438
26066.24805,25965.03906,26263.6582,26248.36914,26360.93359,26413.50391,26493.61328,26486.72852
26113.00781,26011.53125,26310.32813,26294.95117,26407.60352,26460.08594,26539.83594,26533.13086
26389.54297,26288.06641,26587.22266,26571.84375,26684.49805,26736.71094,26816.73047,26809.8457
26567.19531,26465.53906,26764.51563,26749.31641,26862.14844,26914.45117,26994.65039,26987.85547
26502.28516,26400.54102,26699.42773,26684.22852,26797.15039,26849.45313,26929.29297,26922.58789
26503.7168,26402.06055,26700.85938,26685.74805,26798.3125,26851.0625,26930.81445,26923.92969
26758.97266,26656.95898,26956.11523,26941.0957,27053.21094,27106.32031,27185.89258,27179.63281
26979.71875,26877.70508,27177.12891,27162.10938,27274.13672,27327.42383,27406.90625,27401.00391
26941.54297,26839.34961,27138.95313,27123.84375,27235.78125,27288.88867,27368.99805,27362.4707
26901.93555,26799.6543,27099.3457,27084.41406,27196.44141,27249.54883,27329.56836,27322.95313
27122.50195,27020.31055,27320.26953,27305.51758,27417.09766,27470.5625,27550.13477,27543.60938
27376.77539,27274.4043,27574.99023,27559.79102,27671.64063,27724.47852,27804.49805,27797.70313
27377.22266,27274.67188,27575.34766,27560.23828,27671.99805,27724.74805,27805.03516,27798.59766
27309.45117,27206.63477,27507.04102,27492.28906,27603.7793,27656.61914,27737.08594,27730.73828
27487.99805,27385.53711,27686.12305,27671.28125,27783.04102,27835.9707,27915.90039,27909.82031
27763.81836,27661,27961.85547,27946.47656,28058.77148,28111.25391,28191.54102,28185.37305
27807.7168,27704.45117,28005.66406,27990.46484,28102.49219,28155.24219,28235.35156,28229.18164
27722.60156,27619.69336,27920.72852,27905.70703,28017.28711,28070.12695,28150.41406,28144.15625
27851.34766,27748.70898,28050.09961,28034.99023,28146.48047,28199.49805,28279.78516,28273.52734
28138.9707,28035.88477,28337.63281,28322.25391,28434.28125,28487.03125,28567.23047,28561.15039
28233.29492,28130.38672,28431.77734,28416.31055,28528.51563,28581.44531,28661.55469,28655.29492
28142.00977,28038.92383,28340.13672,28325.02539,28437.05273,28489.625,28570.35938,28564.01172
28219.70508,28116.61914,28417.91992,28402.81055,28514.74805,28567.23047,28648.32227,28641.88477
28505.00195,28401.73633,28703.93359,28688.73438,28800.04492,28852.88477,28933.79883,28927.53906
28647.60547,28544.43164,28846.17969,28831.60547,28942.73828,28995.48828,29076.40234,29069.875
28565.88867,28462.80273,28764.46094,28749.70898,28860.75195,28913.5918,28994.23633,28987.71094
